股票代號,股票名稱,收盤價,月平均價
"086482","威鋒電凱基24購02","0.80","0.76"
"086483","力積電凱基24購03","2.35","2.22"
"086484","AES凱基24購02","0.92","0.71"
"086485","世紀鋼凱基24購03","","2.19"
"086486","臺股指凱基26購24","2.03","2.04"
"086487","臺股指凱基2A購01","0.91","0.92"
"086488","臺股指凱基2A購02","0.77","0.79"
"086489","臺股指凱基2A購03","1.05","1.06"
"086490","台化元大24購01","1.36","1.41"
"086491","儒鴻元大24購01","1.84","1.95"
"086492","亞德客元大24購02","1.77","1.69"
"086493","華新元大24購01","1.30","1.36"
"086495","東鋼元大24購01","1.45","1.54"
"086496","中鋼構元大24購01","1.76","1.76"
"086497","中鴻元大24購02","0.99","1.07"
"086498","光寶科元大24購01","1.57","1.67"
"086499","金寶元大24購01","0.92","0.91"
"086500","鴻海元大24購05","0.83","0.88"
"086501","廣宇元大24購01","2.01","2.01"
"086502","台積電元大24購11","","3.35"
"086503","華邦電元大24購01","","1.30"
"086504","鴻準元大24購01","1.52","1.57"
"086505","聯發科元大24購06","","3.03"
"086506","長榮元大24購12","1.79","1.76"
"086507","陽明元大24購06","1.10","1.06"
"086508","華航元大24購06","0.52","0.46"
"086509","長榮航元大24購14","","0.28"
"086510","國泰金元大24購02","","0.43"
"086511","大立光元大24購08","2.75","2.62"
"086512","德律元大24購01","1.28","1.26"
"086513","聯詠元大24購04","1.39","1.37"
"086514","欣興元大24購11","0.88","0.87"
"086515","欣興元大24購12","0.88","0.85"
"086516","大聯大元大24購01","1.08","1.03"
"086517","天鈺元大24購01","2.22","2.24"
"086518","上海銀元大24購01","0.39","0.39"
"086519","台郡元大24購01","2.44","2.33"
"086520","南電元大24購02","1.10","1.06"
"086521","南電元大24購03","1.14","1.11"
"086522","達方元大24購01","0.97","0.99"
"086523","臺股指元大25購52","0.65","0.66"
"086524","臺股指元大26購09","0.71","0.71"
"086525","臺股指元大26購10","0.79","0.80"
"086526","聯電富邦26購01","1.20","1.21"
"086527","鴻海富邦26購01","0.88","0.95"
"086528","華邦電富邦25購01","0.66","0.67"
"086529","陽明富邦27購01","0.84","0.81"
"086531","愛普富邦25購01","1.19","1.14"
"086532","台聚永豐26購01","0.78","0.83"
"086533","台化永豐25購01","0.91","0.92"
"086534","亞德客永豐25購01","1.35","1.25"
"086535","台肥永豐26購01","","0.85"
"086537","寶齡永豐26購01","1.07","1.16"
"086538","第一銅永豐25購01","2.19","2.25"
"086539","燁輝永豐25購01","0.92","0.90"
"08653P","欣興群益23售10","2.94","3.04"
"086540","新光鋼永豐24購01","1.09","1.09"
"086541","南帝永豐25購01","0.91","0.90"
"086542","大立光永豐26購01","","1.34"
"086543","康普永豐24購01","0.92","0.87"
"086544","致伸永豐24購01","0.27","0.28"
"086545","立積永豐25購01","1.33","1.23"
"086546","盛群永豐24購01","1.03","1.05"
"086547","元晶永豐26購01","0.83","0.82"
"086548","明基材永豐25購01","1.31","1.31"
"086549","T50反1兆豐2C購01","0.69","0.68"
"086550","世紀鋼兆豐26購01","","2.21"
"086551","寶齡統一25購01","0.73","0.81"
"086552","世芯統一25購06","0.48","0.42"
"086553","T50反1群益28購03","0.56","0.56"
"086554","上証2X群益24購01","0.87","0.65"
"086555","華新群益24購05","","1.26"
"086556","寶齡群益24購01","2.37","2.62"
"086557","金寶群益24購01","1.50","1.39"
"086558","華通群益24購03","3.62","3.38"
"086559","榮運群益24購02","0.96","0.94"
"086560","萬海群益24購03","1.78","1.88"
"086561","長榮航群益24購06","0.95","0.92"
"086562","大立光群益24購03","3.88","3.69"
"086563","景碩群益24購03","1.56","1.63"
"086564","寶齡中信24購01","0.64","0.75"
"086565","長榮中信24購04","1.04","0.99"
"086566","長榮中信25購04","0.75","0.73"
"086567","創意中信25購02","0.49","0.42"
"086568","華新法興26購01","0.99","1.02"
"086569","開發金法興24購01","0.56","0.56"
"086570","欣興法興24購01","2.48","2.40"
"086571","T50反1國泰26購01","0.57","0.57"
"086572","長榮國泰26購01","","1.45"
"086573","長榮國泰26購02","1.14","1.18"
"086574","長榮國泰26購03","1.84","1.70"
"086575","陽明國泰26購02","1.50","1.46"
"086576","陽明國泰26購03","1.72","1.74"
"086577","長榮航國泰26購02","0.65","0.60"
"086578","欣興國泰26購01","1.22","1.21"
"086579","臺股指國泰24購01","0.66","0.66"
"08657P","香港2X國票24售02","2.67","2.92"
"086580","臺股指國泰24購02","0.69","0.71"
"086582","臺股指國泰26購01","0.88","0.88"
"086583","道瓊2X凱基2A購01","1.90","2.04"
"086584","亞德客凱基26購01","","1.96"
"086585","中碳凱基26購01","","0.71"
"086586","寶齡凱基27購01","1.30","1.40"
"086587","寶齡凱基28購01","","1.63"
"086588","東鋼凱基26購01","","1.51"
"086589","中鴻凱基24購01","0.82","0.92"
"08658P","亞德客國票23售02","0.96","1.00"
"086590","台積電凱基24購09","1.07","1.18"
"086591","台積電凱基27購10","","1.58"
"086592","華邦電凱基24購02","1.47","1.44"
"086593","鴻準凱基26購01","1.56","1.56"
"086594","聯發科凱基24購13","2.87","3.19"
"086595","聯發科凱基25購10","2.46","2.58"
"086597","德律凱基26購01","1.57","1.43"
"086598","大聯大凱基26購01","1.11","1.05"
"086599","天鈺凱基24購03","","2.29"
"08659P","聯電國票24售02","1.71","1.70"
"086600","祥碩凱基24購02","1.01","1.04"
"086602","矽力凱基24購01","1.26","1.20"
"086603","達方凱基26購01","1.28","1.29"
"086604","台積電麥證25購05","2.32","2.51"
"086605","聯強麥證25購01","1.99","1.71"
"086606","國產麥證24購01","1.01","1.11"
"086607","中工麥證25購01","0.91","0.91"
"086608","興富發麥證24購01","2.64","2.48"
"086609","華航麥證24購01","0.78","0.77"
"08660P","聯電國票24售03","1.95","1.94"
"086610","長榮航麥證24購01","0.92","0.85"
"086611","大立光麥證24購03","7.25","6.99"
"086612","文曄麥證25購01","1.97","2.02"
"086614","精成科麥證25購01","2.82","2.55"
"086615","志超麥證25購01","","2.44"
"086616","華新元大24購02","2.81","2.88"
"086617","寶齡元大26購03","0.91","0.99"
"086618","鴻海元大24購07","1.17","1.17"
"086619","台積電元大24購13","3.47","3.82"
"08661P","華碩國票23售01","","1.48"
"086620","台積電元大28購08","1.73","1.82"
"086621","台積電元大29購04","1.76","1.85"
"086622","聯發科元大24購07","10.10","10.40"
"086623","可成元大24購02","","0.53"
"086624","長榮航元大24購15","1.81","1.71"
"086625","永豐金元大24購01","0.49","0.50"
"086626","中信金元大24購02","1.05","1.13"
"086627","大立光元大24購09","","8.30"
"086628","欣興元大24購13","8.15","8.57"
"086629","臻鼎元大24購02","0.98","0.92"
"086630","全訊元大24購01","","1.11"
"086631","祥碩元大24購01","0.92","0.92"
"086632","台郡元大24購02","","2.31"
"086633","AES元大24購01","1.28","1.04"
"086634","南電元大24購04","2.65","2.64"
"086635","聯電康和24購01","1.71","1.77"
"086636","華通康和25購02","1.23","1.14"
"086637","宏達電康和24購02","1.50","1.37"
"086638","華航康和24購03","0.70","0.63"
"086639","長榮航康和24購02","0.54","0.52"
"08663P","嘉澤國票24售01","0.84","0.86"
"086640","新光金康和25購01","0.54","0.54"
"086641","大立光康和24購02","1.13","1.09"
"086642","景碩康和24購02","1.29","1.37"
"086643","敦泰國票25購01","1.65","1.78"
"086644","新唐國票25購01","1.87","1.76"
"086645","緯穎國票25購01","2.28","2.06"
"086647","寶齡元富27購01","","1.56"
"086648","聯電元富24購04","","2.28"
"086649","聯電元富24購05","2.88","2.92"
"086650","國巨元富27購01","","1.25"
"086652","聯發科元富24購05","3.75","3.73"
"086653","全新元富24購01","2.27","1.95"
"086654","陽明元富27購01","","0.60"
"086655","陽明元富27購02","0.83","0.81"
"086656","晶華元富24購01","1.19","1.19"
"086657","大立光元富2A購01","2.80","2.69"
"086658","乙盛元富24購01","1.63","1.60"
"086659","寶齡富邦26購01","1.01","1.09"
"086660","鴻準富邦26購01","0.94","0.94"
"086661","金像電富邦27購01","","0.80"
"086662","華新科富邦27購01","1.07","1.06"
"086663","宏達電富邦26購01","0.67","0.62"
"086664","華航富邦26購01","0.76","0.69"
"086665","致伸富邦25購01","0.16","0.17"
"086667","力積電富邦26購01","1.23","1.18"
"086668","康普中信24購01","0.77","0.74"
"086669","儒鴻康和27購01","1.68","1.74"
"08666P","嘉晶凱基23售03","2.76","2.96"
"086670","國產康和24購01","0.53","0.53"
"086671","晶華康和25購01","0.69","0.67"
"086672","晶華康和26購01","1.10","1.09"
"086674","和碩康和26購01","0.97","1.05"
"086675","南電康和24購01","","1.99"
"086676","泰山永豐25購01","1.87","1.75"
"086677","華榮永豐25購02","0.90","0.87"
"086678","東鹼永豐25購01","0.79","0.77"
"086679","永光永豐25購01","","0.79"
"08667P","臺股指凱基25售24","","3.70"
"086680","旺宏永豐25購01","0.99","0.87"
"086681","鴻準永豐25購01","","1.11"
"086682","國產永豐25購01","","0.71"
"086683","皇翔永豐25購01","1.17","1.17"
"086684","聯陽永豐25購01","1.41","1.34"
"086685","亞光永豐24購01","1.38","1.25"
"086686","德律永豐25購01","0.99","0.96"
"086687","文曄永豐25購01","0.78","0.82"
"086688","智易永豐25購01","0.70","0.69"
"086689","中磊永豐24購01","1.09","1.08"
"08668P","T50反1元富23售03","0.16","0.17"
"086690","同欣電永豐24購01","1.10","1.04"
"086691","志超永豐25購01","","1.11"
"086692","儒鴻凱基26購01","2.12","2.24"
"086693","儒鴻凱基27購01","2.33","2.40"
"086694","聚陽凱基24購02","3.29","2.79"
"086695","亞德客凱基27購02","2.36","2.16"
"086696","亞德客凱基27購03","1.87","1.77"
"086697","華新凱基25購04","1.11","1.18"
"086698","華新凱基26購02","1.31","1.34"
"086699","燁輝凱基26購01","1.85","1.84"
"08669P","南電元富23售04","","2.17"
"086700","大成鋼凱基25購02","","1.77"
"086701","光寶科凱基25購02","2.23","2.24"
"086702","台積電凱基27購11","","1.79"
"086703","台積電凱基27購12","1.66","1.80"
"086704","可成凱基26購02","1.45","1.48"
"086705","中航凱基27購01","2.11","2.11"
"086706","世芯凱基26購03","1.93","1.72"
"086707","貿聯凱基25購01","1.18","1.04"
"086708","精成科凱基25購01","2.72","2.38"
"086709","華孚凱基25購02","1.86","1.75"
"086710","臺股指凱基24購35","1.48","1.50"
"086711","臺股指凱基25購31","","1.50"
"086713","強茂兆豐25購01","1.18","1.11"
"086714","富邦金兆豐25購01","1.37","1.41"
"086715","國泰金兆豐26購01","0.79","0.77"
"086716","大立光兆豐25購01","","1.52"
"086717","景碩兆豐26購01","1.37","1.44"
"086718","威鋒電兆豐26購01","0.92","0.87"
"086719","陽明統一2A購01","1.31","1.26"
"08671P","揚明光元大23售03","","1.51"
"086720","長榮航統一26購02","0.57","0.52"
"086721","寶齡國泰26購02","1.33","1.48"
"086722","台積電國泰26購01","","1.69"
"086724","華新元大2A購01","2.94","2.99"
"086725","鴻海元大24購09","1.05","1.14"
"086726","台積電元大29購05","","7.10"
"086727","台積電元大2A購01","2.10","2.25"
"086728","台光電元大24購01","1.75","1.57"
"086729","台光電元大24購02","1.74","1.67"
"08672P","緯穎元大23售03","0.91","1.15"
"086730","聯發科元大2A購01","9.95","10.32"
"086731","長榮元大2A購01","9.05","8.88"
"086732","萬海元大24購05","1.84","1.85"
"086733","長榮航元大24購17","1.93","1.89"
"086734","長榮航元大29購03","1.46","1.42"
"086735","慧洋元大24購02","2.08","1.78"
"086736","王品元大24購01","0.98","0.98"
"086737","富邦金元大24購01","","2.24"
"086738","大立光元大24購11","","10.30"
"086739","大立光元大29購02","3.98","3.89"
"08673P","友達中信24售02","1.30","1.29"
"086741","緯穎元大24購01","","1.22"
"086742","南電元大24購06","2.78","2.68"
"086743","鴻準元富27購01","","1.56"
"086744","聯發科元富2A購01","3.93","4.01"
"086745","長榮元富24購11","4.67","4.53"
"086746","長榮航元富24購04","0.97","0.93"
"086747","臺股指元富24購01","","1.95"
"086748","儒鴻麥證24購02","2.37","2.46"
"086749","台肥麥證24購01","1.43","1.39"
"08674P","陽明群益23售08","3.88","4.21"
"086750","鴻準麥證27購01","2.33","2.40"
"086751","台中銀麥證25購01","","0.76"
"086752","上海銀麥證27購01","0.98","1.09"
"086753","世紀鋼麥證24購01","","2.44"
"086754","T50反1富邦29購02","0.67","0.65"
"086755","長榮富邦28購02","0.68","0.70"
"086756","景碩富邦25購01","","1.41"
"086757","台勝科富邦25購01","0.88","0.82"
"086758","華新群益24購06","","0.84"
"086759","台積電群益24購02","1.15","1.24"
"08675P","萬海群益23售05","2.27","2.30"
"086760","台積電群益24購03","","1.15"
"086762","台積電群益25購02","1.55","1.71"
"086763","宏達電群益26購01","3.99","3.51"
"086764","益航群益26購01","1.23","1.23"
"086765","長榮群益24購01","2.76","2.63"
"086766","晶華群益25購01","","1.62"
"086767","健和興群益24購01","","0.87"
"086768","大立光群益24購04","","5.83"
"086769","健策群益24購01","1.92","1.91"
"086770","健策群益24購02","2.55","2.42"
"086771","立積群益24購02","2.63","2.39"
"086772","愛普群益26購01","2.29","2.22"
"086773","愛普群益29購01","2.62","2.57"
"086774","臺股指群益24購12","1.92","1.94"
"086775","臺股指群益24購13","2.01","2.03"
"086776","臺股指群益24購14","3.00","3.02"
"086777","亞德客國票25購01","1.53","1.42"
"086778","寶齡國票26購01","","0.88"
"086779","華通國票26購01","1.79","1.74"
"086780","鴻準國票25購01","0.93","0.94"
"086781","宏達電國票25購02","1.22","1.19"
"086782","文曄國票25購02","0.88","0.92"
"086783","世芯國票26購01","1.23","1.07"
"086785","立積國票25購02","1.47","1.37"
"086786","華孚國票25購01","1.73","1.61"
"086787","威鋒電國票25購01","1.43","1.30"
"086788","威鋒電國票26購01","","1.26"
"086789","矽創國票25購02","1.99","1.97"
"086791","台積電第一2C購01","0.61","0.65"
"086792","長榮航第一29購02","0.63","0.65"
"086793","王品康和24購01","0.89","0.74"
"086795","力智康和24購01","0.95","0.98"
"086797","美律國票25購01","1.21","1.20"
"086798","富邦金國票25購01","2.08","2.13"
"086800","景碩國票25購02","3.22","3.47"
"086801","明泰國票25購01","1.66","1.58"
"086802","新唐國票25購02","1.82","1.70"
"086803","眾達國票25購01","","0.48"
"086804","中租國票25購01","0.65","0.61"
"086805","愛普國票25購01","1.49","1.43"
"086806","富鼎國票25購01","1.04","0.99"
"086807","高力國票26購01","3.67","2.55"
"086808","和大國泰26購01","0.75","0.76"
"086809","長榮國泰26購04","1.07","1.03"
"08680P","南電群益23售01","","1.17"
"086810","長榮國泰26購05","0.97","0.94"
"086811","長榮國泰26購06","1.25","1.17"
"086812","威強電國泰26購01","1.43","1.33"
"086813","台泥兆豐26購01","0.56","0.57"
"086814","聯電兆豐26購01","1.90","1.95"
"086816","和大統一26購01","0.55","0.57"
"086817","喬山統一26購01","0.54","0.69"
"086818","喬山統一26購02","0.62","0.73"
"086819","美時統一24購05","0.66","0.68"
"08681P","南電群益23售02","","2.81"
"086820","川湖統一24購01","0.51","0.47"
"086821","台達電統一26購01","1.09","1.03"
"086822","台積電統一26購06","1.09","1.18"
"086824","美律統一26購01","0.84","0.84"
"086825","長榮統一28購02","4.42","4.22"
"086826","大立光統一2A購01","1.27","1.22"
"086827","晶睿統一26購01","1.60","1.42"
"086828","晶睿統一27購01","1.86","1.54"
"086829","晶睿統一28購01","2.20","1.85"
"08682P","智邦凱基24售03","","0.93"
"086830","晶睿統一29購01","1.67","1.43"
"086831","晶睿統一2A購01","1.82","1.34"
"086832","聯詠台新24購01","1.59","1.53"
"086833","和大麥證24購01","0.60","0.65"
"086834","中砂麥證24購01","0.33","0.36"
"086835","喬山麥證24購01","0.53","0.59"
"086836","晶睿麥證24購01","8.80","6.54"
"086837","台灣50群益24購03","2.08","2.16"
"086838","台灣50群益24購04","1.31","1.36"
"086839","台灣50群益24購05","2.97","3.12"
"086840","和大群益24購01","0.83","0.89"
"086843","矽統群益24購01","0.77","0.76"
"086844","嘉晶群益24購01","1.73","1.65"
"086845","眾達群益24購01","0.80","0.80"
"086846","帆宣群益24購01","","0.51"
"086847","力麗永豐25購01","0.53","0.52"
"086848","和大永豐24購01","","0.41"
"086849","喬山永豐24購01","0.44","0.56"
"08684P","矽創凱基23售03","","0.94"
"086850","神隆永豐24購01","","0.50"
"086851","美時永豐27購01","0.87","0.88"
"086852","川湖永豐24購01","0.62","0.62"
"086853","正新永豐24購01","","0.52"
"086854","中華永豐24購01","1.08","1.05"
"086856","台達電永豐24購01","1.11","1.01"
"086858","致茂永豐24購01","0.55","0.56"
"086859","矽統永豐25購01","0.54","0.50"
"086860","燿華永豐24購01","0.76","0.68"
"086861","美律永豐24購01","0.71","0.73"
"086862","全新永豐24購01","1.23","1.05"
"086863","宏盛永豐24購01","0.86","0.84"
"086864","萬海永豐24購02","0.85","0.81"
"086865","王品永豐25購01","0.61","0.52"
"086866","神基永豐24購01","","0.66"
"086867","明泰永豐24購01","0.90","0.93"
"086868","晶睿永豐25購01","1.72","1.53"
"086869","拓凱永豐24購01","1.09","1.00"
"08686P","欣興永豐23售02","0.77","0.80"
"086870","中租永豐24購01","0.42","0.41"
"086871","聯茂永豐24購01","1.54","1.17"
"086872","GIS永豐24購01","1.21","1.05"
"086873","愛普永豐25購01","0.82","0.77"
"086874","志強永豐24購01","0.55","0.54"
"086875","統一實永豐24購01","0.45","0.47"
"086876","宏全永豐24購01","1.05","1.03"
"086878","喬山中信24購01","0.41","0.56"
"086879","川湖中信24購01","0.95","0.86"
"086880","台達電中信24購01","1.06","1.03"
"086881","順德中信26購01","0.59","0.64"
"086882","燿華中信24購01","0.70","0.62"
"086883","聯邦銀中信24購01","1.64","1.50"
"086884","晶睿中信24購01","2.00","1.66"
"086885","聯茂中信24購01","2.21","1.69"
"086886","啟碁中信24購01","0.48","0.51"
"086887","華城元富25購01","","1.53"
"086889","和大元富27購02","","0.44"
"08688P","台積電元富23售18","","4.17"
"086890","為升元富27購01","0.65","0.64"
"086891","聯電元富24購07","2.89","2.92"
"086892","聯電元富24購08","","3.20"
"086893","台達電元富27購01","0.86","0.83"
"086894","台達電元富27購02","1.11","1.09"
"086895","台積電元富27購04","","0.53"
"086898","亞光元富24購01","1.93","1.77"
"086899","玉晶光元富27購01","0.86","0.80"
"086900","晶睿元富24購01","3.74","3.25"
"086901","健策元富27購01","0.72","0.68"
"086902","中租元富24購01","0.76","0.73"
"086903","中租元富27購01","1.43","1.41"
"086904","元晶元富24購02","1.24","1.19"
"086905","GIS元富24購01","2.67","2.54"
"086906","力麗富邦25購01","0.54","0.54"
"086907","喬山富邦25購01","0.34","0.46"
"086909","川湖富邦25購01","0.46","0.41"
"086910","正新富邦25購01","","0.47"
"086911","為升富邦25購01","0.64","0.60"
"086912","台達電富邦27購02","0.98","0.97"
"086913","美律富邦25購01","0.45","0.47"
"086914","王品富邦25購01","0.42","0.37"
"086915","樺漢富邦27購01","1.11","1.07"
"086916","威鋒電富邦26購01","0.64","0.61"
"086917","儒鴻法興24購01","","3.42"
"086918","上銀法興24購01","2.26","2.11"
"086919","聯電法興24購01","4.25","4.37"
"08691P","宏達電元富26售01","3.08","3.38"
"086920","聯發科法興24購01","3.95","3.96"
"086921","長榮法興24購01","2.35","2.36"
"086922","陽明法興24購01","2.77","2.73"
"086923","華航法興24購01","1.48","1.36"
"086924","富邦金法興24購01","3.31","3.36"
"086925","晶豪科法興24購01","1.62","1.52"
"086926","聯詠法興24購01","4.46","4.32"
"086927","日月光法興24購01","1.56","1.51"
"086928","台表科法興24購01","2.48","2.38"
"086929","南電法興24購01","3.29","3.21"
"08692P","台積電麥證23售08","","7.80"
"086930","台灣50凱基25購18","","1.94"
"086931","台灣50凱基27購05","1.23","1.33"
"086932","台灣50凱基2A購01","1.29","1.43"
"086933","美指2X凱基28購01","0.92","0.87"
"086934","力麗凱基24購01","0.91","0.91"
"086935","和大凱基24購01","0.50","0.53"
"086937","東鹼凱基24購02","1.82","1.78"
"086938","喬山凱基24購01","0.55","0.67"
"086939","喬山凱基24購02","0.39","0.41"
"08693P","聯電國票27售01","0.43","0.42"
"086940","川湖凱基24購01","0.51","0.53"
"086941","正新凱基24購01","1.00","1.03"
"086943","為升凱基24購01","0.90","0.87"
"086944","台達電凱基24購01","2.12","2.02"
"086945","台達電凱基26購01","1.30","1.20"
"086947","順德凱基26購01","","0.50"
"086948","致茂凱基24購01","0.87","0.89"
"086949","致茂凱基24購02","1.13","1.16"
"086950","燿華凱基24購01","1.42","1.30"
"086951","燿華凱基26購01","1.29","1.22"
"086952","南亞科凱基24購03","2.88","2.95"
"086953","仲琦凱基24購01","1.76","1.68"
"086954","美律凱基24購01","0.99","1.08"
"086955","神基凱基24購01","","1.07"
"086956","奇鋐凱基24購02","0.74","0.69"
"086957","威強電凱基24購01","1.04","0.99"
"086958","威強電凱基24購02","1.45","1.40"
"086960","晶睿凱基24購01","3.18","2.74"
"086961","晶睿凱基26購01","3.04","2.56"
"086962","碩天凱基24購01","1.21","1.05"
"086963","拓凱凱基24購01","1.27","1.17"
"086964","材料凱基26購01","1.00","0.98"
"086965","眾達凱基24購01","0.39","0.38"
"086966","眾達凱基24購02","","0.27"
"086967","中租凱基24購01","0.35","0.39"
"086968","中租凱基26購01","0.46","0.44"
"086969","聯茂凱基24購01","2.40","1.73"
"08696P","怡利電國票23售02","","1.66"
"086970","GIS凱基24購01","2.11","1.78"
"086971","GIS凱基26購01","2.28","1.99"
"086973","高力凱基24購01","3.50","3.50"
"086976","高力凱基26購02","1.83","1.47"
"086977","A50正2元大26購01","0.82","0.66"
"086978","中興電元大2A購01","0.98","0.96"
"08697P","天鈺國票24售01","","1.56"
"086980","和大元大24購02","0.41","0.41"
"086981","和大元大24購03","0.49","0.51"
"086982","華新元大2A購02","1.54","1.56"
"086984","喬山元大24購02","0.61","0.74"
"086985","川湖元大24購01","0.78","0.73"
"086986","正新元大24購01","0.80","0.82"
"086987","正新元大26購01","","0.76"
"086988","為升元大24購01","0.64","0.64"
"086989","為升元大24購02","0.97","0.94"
"086990","台達電元大24購03","2.73","2.75"
"086991","台達電元大29購01","2.00","1.92"
"086992","台積電元大2A購02","7.25","7.74"
"086993","精英元大24購01","","0.45"
"086994","精英元大28購01","","0.58"
"086996","致茂元大24購01","0.74","0.76"
"086997","致茂元大24購02","0.80","0.81"
"086998","致茂元大27購01","1.16","1.16"
"086999","燿華元大24購01","0.97","0.91"
"087000","燿華元大24購02","0.92","0.93"
"087001","燿華元大27購01","","0.89"
"087003","長榮元大2A購02","","7.33"
"087004","威強電元大24購01","1.11","1.06"
"087005","威強電元大24購02","1.35","1.27"
"087006","威強電元大27購01","1.38","1.28"
"087007","明泰元大24購01","1.03","1.00"
"087008","晶睿元大24購01","1.91","1.91"
"087009","晶睿元大24購02","2.58","2.20"
"08700P","旺宏元大23售04","1.36","1.47"
"087010","晶睿元大27購01","2.51","2.12"
"087011","拓凱元大24購01","1.69","1.58"
"087012","材料元大24購01","1.05","1.04"
"087013","眾達元大24購01","","0.32"
"087014","眾達元大24購02","0.45","0.43"
"087015","中租元大24購01","","0.28"
"087016","中租元大24購02","0.38","0.35"
"087017","聯茂元大24購01","","1.18"
"087018","GIS元大24購01","1.70","1.47"
"087019","緯穎元大24購02","1.69","1.28"
"08701P","京元電元大25售01","","1.03"
"087020","緯穎元大29購01","1.78","1.49"
"087021","志強元大24購01","0.94","0.88"
"087022","高力元大24購01","1.25","0.95"
"087023","高力元大24購02","1.42","1.12"
"087024","高力元大27購01","1.66","1.36"
"087025","聯電第一29購02","","1.21"
"087026","中興電康和24購01","","0.44"
"087027","國巨康和24購01","1.82","1.75"
"087028","台積電康和24購04","","1.03"
"087029","台光電康和24購01","0.86","0.73"
"08702P","欣興富邦25售02","0.60","0.61"
"087030","南亞科康和24購01","3.14","3.11"
"087031","台勝科康和25購01","1.15","1.08"
"087032","新唐康和24購01","0.95","0.89"
"087033","滬深2X永豐24購01","0.43","0.31"
"087034","中鋼永豐24購01","0.64","0.69"
"087035","東鋼永豐24購01","","0.62"
"087036","鴻海永豐25購01","0.36","0.38"
"087037","台積電永豐24購05","0.42","0.45"
"087038","瑞昱永豐24購02","0.69","0.62"
"087039","長榮永豐25購01","0.37","0.36"
"08703P","順德元大23售03","1.70","1.63"
"087040","長榮航永豐24購02","0.45","0.45"
"087041","國泰金永豐24購01","0.78","0.73"
"087042","聯詠永豐24購02","0.90","0.89"
"087043","力智永豐24購01","0.70","0.70"
"087044","AES永豐25購01","0.72","0.59"
"087045","振樺電永豐26購01","","0.42"
"087046","世紀鋼永豐25購01","1.96","2.00"
"087047","台灣50國票24購06","","1.03"
"087049","道瓊2X國票26購01","","1.30"
"08704P","萬海元大23售22","","2.29"
"087050","金寶國票25購01","1.24","1.19"
"087051","旺宏國票24購01","1.14","1.06"
"087052","燿華國票25購01","1.37","1.28"
"087053","聯發科國票24購07","3.08","3.17"
"087054","陽明國票24購06","1.35","1.28"
"087055","長榮航國票25購02","","0.76"
"087056","新光金國票24購03","0.71","0.71"
"087057","聯詠國票25購01","3.25","3.17"
"087059","長榮統一27購05","0.37","0.37"
"08705P","萬海元大23售23","2.25","2.20"
"087060","長榮統一2A購03","0.73","0.73"
"087061","晶睿統一25購01","","1.37"
"087062","晶睿統一28購02","1.48","1.35"
"087063","拓凱統一25購01","1.04","1.00"
"087064","儒鴻中信24購01","1.89","1.97"
"087065","長榮中信26購02","0.65","0.64"
"087066","國泰金中信24購01","1.28","1.28"
"087067","元大金中信24購01","0.77","0.79"
"087068","兆豐金中信24購01","1.24","1.24"
"087069","T50反1凱基28購04","","0.71"
"08706P","盛群元大23售01","1.70","1.71"
"087070","T50反1凱基2A購01","0.88","0.87"
"087071","滬深2X凱基25購01","","0.20"
"087073","美指2X凱基28購02","1.56","1.48"
"087074","華新凱基25購05","1.10","1.18"
"087075","聯電凱基27購05","2.59","2.62"
"087076","台積電凱基24購10","0.84","1.04"
"087078","友訊凱基24購01","0.97","0.96"
"087079","瑞昱凱基24購03","1.60","1.53"
"08707P","愛普元大23售04","","2.46"
"087080","聯發科凱基24購14","2.78","2.85"
"087081","義隆凱基24購02","0.82","1.05"
"087082","長榮凱基24購12","0.62","0.62"
"087083","嘉晶凱基24購03","1.19","1.15"
"087084","聯詠凱基26購02","1.77","1.77"
"087085","晶睿凱基24購03","3.23","2.82"
"087086","嘉澤凱基24購02","1.82","1.89"
"087087","祥碩凱基26購01","0.81","0.79"
"087088","SGBR2X元大25購04","1.63","1.63"
"087089","華新元大2A購03","","1.60"
"087090","寶齡元大28購02","1.33","1.42"
"087091","台達電元大24購04","","1.38"
"087092","台達電元大24購05","1.37","1.35"
"087093","鴻海元大2A購01","2.56","2.65"
"087094","台積電元大29購06","5.40","5.97"
"087096","聯發科元大2A購02","11.20","11.60"
"087097","飛宏元大24購01","1.43","1.42"
"087098","長榮元大2A購03","1.58","1.54"
"087099","長榮航元大24購19","1.90","1.69"
"087100","大立光元大24購13","12.30","12.30"
"087101","欣興元大24購17","","8.62"
"087102","敦泰元大24購01","1.40","1.47"
"087103","貿聯元大24購02","0.62","0.57"
"087104","乙盛元大24購01","1.19","1.19"
"087105","矽力元大24購03","1.04","0.99"
"087106","AES元大24購02","1.42","1.07"
"087107","AES元大24購03","1.26","1.03"
"087108","南電元大24購08","2.93","2.92"
"087109","順德元富27購01","","0.38"
"08710P","台光電群益23售01","1.71","1.71"
"087111","長榮元富2A購03","4.57","4.57"
"087112","長榮航元富24購06","1.96","1.93"
"087113","國泰金元富24購03","1.78","1.69"
"087114","大立光元富2A購02","3.13","3.10"
"087115","聯詠元富24購02","2.76","2.70"
"087116","景碩元富24購02","1.01","1.07"
"087117","智易元富27購01","0.86","0.86"
"087118","愛普元富25購02","1.71","1.60"
"087119","玉晶光麥證25購01","1.24","1.09"
"087120","中租麥證24購01","0.27","0.26"
