股票代號,股票名稱,收盤價,月平均價
"072450","三福化統一24購02","","0.16"
"072451","東哥統一1B購02","","1.28"
"072453","美時凱基1B購03","","0.75"
"07247P","台積電國票22售07","","3.10"
"072481","SP黃豆國票1C購01","","0.54"
"07248P","友達國票22售02","","0.27"
"072499","台亞富邦22購01","","0.13"
"07249P","奇鋐國票23售02","","0.65"
"072500","技嘉富邦1C購01","0.22","0.21"
"072507","技嘉元富21購01","0.91","0.76"
"07250P","群創國票21售02","0.50","0.48"
"07251P","群創國票23售01","0.11","0.12"
"072527","世紀鋼元富24購01","0.02","0.02"
"07252P","臺股指凱基26售05","","2.63"
"07253P","臺股指凱基26售06","","3.12"
"07255P","大立光元富21售03","0.89","0.98"
"07256P","亞光元富21售03","","0.69"
"072572","京鼎元大1C購01","","0.01"
"07257P","南電元富21售03","2.35","2.33"
"072584","鴻海康和1C購01","0.74","0.79"
"07258P","國巨麥證23售01","0.80","0.90"
"07259P","台積電麥證26售03","2.26","2.17"
"072607","中石化兆豐1C購02","0.12","0.12"
"07260P","佳世達麥證21售01","0.57","0.62"
"072610","旺宏兆豐1C購01","0.11","0.07"
"072613","大立光兆豐1B購02","","0.96"
"07261P","台積電富邦22售07","1.87","1.73"
"072623","玉晶光統一1C購04","0.03","0.03"
"072625","樺漢統一22購01","0.39","0.39"
"072637","世芯國泰1C購02","0.04","0.04"
"07263P","瑞昱元大21售07","1.07","1.19"
"072647","金寶元大1C購01","","0.13"
"07264P","群創中信22售02","","0.11"
"072662","華航元大24購02","0.21","0.21"
"07266P","陽明麥證27售01","1.48","1.50"
"072676","鈺齊元大1C購01","0.61","0.64"
"07267P","聯詠麥證21售02","0.53","0.61"
"072682","華邦電國票21購01","","0.01"
"072683","金像電國票1B購01","","0.18"
"072687","上緯控國票1B購01","0.01","0.01"
"07268P","道瓊指群益24售01","0.48","0.44"
"072692","聯發科元富24購02","0.21","0.23"
"07270P","堤維西群益21售02","0.62","0.67"
"072735","中砂富邦1C購02","","0.12"
"072739","慧洋第一26購01","","0.10"
"07273P","大立光群益21售06","0.19","0.21"
"072740","貿聯第一26購01","0.52","0.50"
"07274P","聯詠群益21售02","0.35","0.44"
"07275P","三福化群益23售01","1.00","0.97"
"07276P","愛普群益21售01","1.19","1.30"
"072774","大立光國票1B購03","0.29","0.30"
"072781","旺宏兆豐1C購02","0.04","0.03"
"07278P","臺股指群益24售01","1.30","1.28"
"072790","臻鼎兆豐1C購01","","0.61"
"072791","美時統一1C購02","","1.80"
"072799","新興統一22購01","","0.04"
"07279P","瑞昱國票21售03","0.74","0.77"
"072803","美時中信1C購01","0.80","0.85"
"072809","樺漢國泰1C購02","","0.20"
"072810","高股息凱基21購01","","0.02"
"07281P","聯電國泰23售05","","0.49"
"072839","樺漢凱基1B購01","","0.04"
"07283P","台積電國泰23售12","","3.19"
"07284P","健策國泰23售01","0.25","0.28"
"072857","東哥元富22購01","4.27","4.04"
"072866","旺宏元大1C購01","0.13","0.13"
"07286P","台積電凱基21售31","2.41","2.23"
"07287P","瑞昱凱基21售05","0.46","0.53"
"072890","台灣50富邦22購01","","0.01"
"072905","道瓊反國票1B購02","","0.76"
"072909","鴻海國票21購01","","0.23"
"07290P","長榮凱基21售24","","2.55"
"07291P","聯詠凱基21售06","","0.37"
"07292P","欣興凱基21售10","1.12","1.12"
"072938","台積電凱基27購02","0.35","0.38"
"072939","台積電凱基2A購01","0.58","0.63"
"07293P","電子類凱基24售03","2.22","2.17"
"07294P","聯電元大21售18","0.92","0.93"
"072953","大立光凱基21購03","","0.84"
"07295P","仁寶元大21售01","0.68","0.70"
"072969","中磊國泰1C購01","0.13","0.13"
"072970","中興電元富21購01","","0.56"
"072976","國泰金元富24購01","","0.03"
"072978","富采元富24購01","0.06","0.06"
"07297P","台灣50富邦21售02","","0.78"
"072980","中砂統一1C購06","","0.03"
"07298P","臺股指富邦21售03","","1.09"
"072993","長榮航統一23購05","","0.07"
"072997","群創統一1C購02","0.12","0.12"
"07299P","國巨群益21售01","0.91","1.07"
"073004","中興電元大23購01","0.20","0.20"
"073005","中砂元大1C購02","","0.11"
"073007","美時元大1C購01","0.71","0.77"
"07300P","旺宏群益21售04","0.32","0.39"
"07301P","晶豪科群益22售01","","1.23"
"073027","長榮航元大1C購09","","0.13"
"07302P","欣興國泰23售02","1.71","1.72"
"073032","大立光元大1C購04","2.34","2.20"
"073036","京鼎元大23購01","","0.06"
"073042","元晶元大24購02","0.06","0.06"
"07305P","華碩國票22售01","","1.03"
"073060","滬深反群益1B購01","","1.34"
"07306P","金像電國票23售01","0.26","0.29"
"073078","臺指反國票23購01","1.24","1.22"
"073079","臺指反國票24購01","","1.15"
"07307P","長榮航國票22售02","","2.18"
"073080","聚陽國票1B購01","0.66","0.43"
"073087","達方國票1B購01","","0.02"
"073096","台亞富邦23購01","","0.08"
"073097","玉晶光富邦24購01","0.24","0.20"
"073100","儒鴻兆豐1C購01","","0.19"
"073103","臻鼎兆豐1C購02","0.49","0.43"
"07310P","鴻海康和21售03","0.80","0.77"
"073117","大立光麥證24購01","2.68","2.54"
"07311P","台積電康和21售07","2.47","2.24"
"073122","聯電元富24購01","0.58","0.63"
"073133","道瓊反凱基21購02","0.80","0.76"
"073134","道瓊反凱基23購01","0.65","0.58"
"073135","元油反凱基21購04","0.50","0.54"
"073137","金寶凱基23購01","0.09","0.09"
"07313P","聯電凱基25售04","","0.76"
"073153","臺企銀凱基1B購02","0.33","0.34"
"073154","大立光凱基1C購07","4.89","4.63"
"073156","中磊凱基1B購02","","0.38"
"07315P","台灣50永豐22售01","0.82","0.82"
"073161","道瓊銀元大21購01","0.09","0.09"
"073162","中砂元大1C購03","","0.11"
"07316P","台灣50永豐23售01","0.77","0.72"
"07317P","臺股指永豐22售01","0.37","0.38"
"07318P","臺股指永豐23售01","0.57","0.58"
"07319P","台積電元大21售40","3.32","3.10"
"073200","臺股指元大24購06","","0.10"
"073201","臺股指元大24購07","","0.02"
"073203","道瓊反國票21購01","0.46","0.42"
"073205","大成鋼國票1B購02","","0.02"
"073207","金寶國票1C購02","0.02","0.02"
"07320P","台積電元大24售06","3.56","3.43"
"073210","台勝科國票1B購01","","0.01"
"073217","東森統一1B購02","","0.03"
"073222","世芯兆豐1C購02","","0.14"
"07322P","聯發科元大21售34","1.12","1.11"
"07323P","長榮元大21售30","","3.11"
"07324P","群創元大21售04","","0.42"
"07327P","兆豐金中信21售01","1.52","1.55"
"07328P","大立光中信21售02","0.94","1.01"
"07329P","臺股指中信23售12","0.72","0.73"
"073302","臺股指凱基21購12","","0.02"
"073306","台積電麥證24購01","0.13","0.12"
"073310","滬深2X元大1B購07","0.15","0.10"
"073311","滬深2X元大23購01","0.44","0.32"
"07331P","富邦金群益21售01","0.45","0.47"
"07332P","台勝科群益21售04","","0.57"
"07333P","台灣50國票21售03","2.61","2.56"
"073354","AES元大1C購01","0.06","0.06"
"07335P","玉山金國票21售02","","0.80"
"073379","樺漢群益1B購01","0.31","0.31"
"073381","群創康和1C購02","0.34","0.34"
"073384","建準永豐1B購01","1.07","0.85"
"07338P","振樺電國票23售02","1.23","1.25"
"073391","中興電統一24購02","0.24","0.24"
"073396","台勝科統一1C購03","","0.02"
"073398","華通兆豐1B購01","0.41","0.34"
"073400","強茂兆豐1B購01","0.05","0.04"
"073409","聯電國票1B購03","","0.20"
"073431","上銀中信1B購01","0.34","0.35"
"073437","滬深2X國泰1C購01","0.32","0.23"
"07343P","智邦元大23售04","1.67","1.71"
"073440","AES國泰1C購01","0.09","0.09"
"073448","台達電元大1C購01","0.44","0.44"
"07344P","臺股指元大23售37","1.93","1.95"
"07345P","臺股指元大23售38","1.15","1.16"
"07346P","臺股指元大23售39","1.56","1.56"
"073478","臻鼎元大24購01","0.88","0.79"
"073479","乙盛元大1C購02","","0.14"
"07347P","臺股指元大25售20","1.91","1.84"
"07348P","臺股指元大25售21","2.04","2.05"
"073493","台灣50凱基23購01","","0.03"
"073494","T50反1凱基23購01","0.93","0.94"
"073495","T50反1凱基24購03","0.76","0.77"
"073497","滬深2X凱基23購02","0.35","0.24"
"073498","S&P反1凱基24購01","0.89","0.79"
"07349P","台灣50凱基25售10","2.18","2.04"
"073500","道瓊反凱基23購02","0.53","0.49"
"073501","中興電凱基1C購01","0.14","0.14"
"073502","美時凱基1C購01","1.99","2.04"
"073504","華通凱基1C購01","0.74","0.68"
"073509","友達凱基1B購07","","0.45"
"07350P","台灣50凱基25售11","2.80","2.80"
"073514","大榮凱基1B購01","","0.05"
"07351P","聯電凱基27售02","","0.69"
"073522","群創凱基1B購02","","0.53"
"073526","台表科凱基1C購01","0.30","0.30"
"07352P","台積電凱基21售33","","4.43"
"073531","友達富邦1C購02","","0.52"
"073532","欣興富邦23購01","","0.07"
"073533","康舒富邦1C購01","0.40","0.33"
"07353P","台積電凱基21售34","","4.55"
"073551","中興電國泰21購01","0.48","0.47"
"073555","聯發科國泰21購01","","0.05"
"073558","矽力國泰21購01","0.04","0.03"
"07355P","台積電凱基25售10","","4.76"
"07356P","智邦凱基22售01","0.44","0.47"
"073574","上銀元富25購01","0.71","0.67"
"07357P","智邦凱基22售05","0.31","0.31"
"073585","聯詠元富21購01","","0.03"
"073590","聯電麥證1C購01","","0.34"
"073593","群創麥證21購01","0.77","0.77"
"07359P","華碩凱基22售01","1.38","1.38"
"073605","微星凱基1C購01","","0.34"
"073607","飛宏凱基21購01","0.54","0.47"
"07360P","技嘉凱基23售01","0.04","0.06"
"07361P","友達凱基22售01","0.23","0.22"
"073623","瑞儀凱基1C購01","","0.16"
"073624","盛群凱基1C購01","","0.03"
"073625","樺漢凱基21購02","0.36","0.34"
"073632","FANG+統一21購01","0.11","0.11"
"073634","美時統一21購03","","1.96"
"073636","台達電統一21購01","0.61","0.56"
"073638","台積電統一2B購02","0.17","0.18"
"07363P","長榮凱基29售01","3.11","3.18"
"073643","萬海統一25購01","0.04","0.04"
"073644","台勝科統一25購01","","0.26"
"07364P","陽明凱基22售03","1.79","1.84"
"073650","T50反1元大25購01","","1.02"
"073651","T50反1元大25購02","1.08","1.07"
"073653","臺指反元大25購01","","1.12"
"073654","臺指反元大25購02","","1.05"
"073655","臺指反元大25購03","","1.19"
"07365P","華航凱基22售02","2.36","2.36"
"073666","友達元大21購02","0.81","0.84"
"073669","聯發科元大35購01","0.58","0.59"
"07366P","富邦金凱基22售03","0.81","0.81"
"073675","長榮航元大25購01","0.20","0.18"
"07367P","聯詠凱基22售03","","0.19"
"073680","台勝科元大21購01","0.18","0.17"
"073681","台表科元大21購02","0.38","0.37"
"073689","聯詠國泰21購01","0.03","0.03"
"073690","聯詠國泰21購02","","0.02"
"073694","台達電第一28購01","1.12","1.08"
"073695","台勝科第一25購01","0.38","0.38"
"07370P","台勝科凱基22售02","","0.63"
"073713","欣興中信22購01","0.02","0.02"
"073724","友達國票1C購02","","1.10"
"07372P","鈺齊凱基22售02","","1.23"
"073731","創意國票1C購01","","4.47"
"073733","健策國票1C購01","","1.85"
"073735","瑞儀國票1C購01","","0.48"
"07373P","臺股指凱基26售12","3.02","3.04"
"073743","群創麥證21購02","0.27","0.23"
"07374P","臺股指凱基26售13","2.84","2.87"
"073750","華通凱基1C購02","0.39","0.40"
"073753","台積電凱基31購03","0.42","0.45"
"073756","友達凱基21購04","0.63","0.75"
"07375P","台積電元富21售26","1.91","1.77"
"073767","群創凱基21購03","0.52","0.56"
"07376P","台積電元富21售27","1.33","1.21"
"073775","臺股指凱基24購03","","0.02"
"073778","友達元富21購01","1.18","1.18"
"07377P","台積電元富21售28","3.60","3.40"
"073781","富采元富1C購01","","0.01"
"073787","中鋼構統一25購01","","0.55"
"073791","台積電統一25購02","0.09","0.10"
"073794","長榮統一25購01","0.02","0.02"
"073800","中興電元大21購02","0.26","0.26"
"073801","中砂元大25購01","0.16","0.17"
"073803","華通元大25購01","0.41","0.40"
"073807","光罩元大21購01","0.10","0.09"
"073823","欣興元大21購01","","0.01"
"073826","群創元大21購01","0.38","0.37"
"073833","新唐元大21購01","","0.07"
"073835","中磊元大21購01","0.16","0.16"
"07383P","聯詠國票22售05","0.05","0.06"
"07384P","智易中信21售01","1.49","1.49"
"073850","三福化第一28購01","0.27","0.29"
"073851","聚陽麥證1C購01","0.69","0.43"
"07385P","台積電永豐21售04","1.47","1.46"
"07387P","仁寶群益21售01","0.55","0.55"
"073885","臻鼎凱基1C購02","0.94","0.76"
"07388P","順德群益21售02","0.99","0.92"
"073891","台積電中信23購01","0.04","0.04"
"073892","台積電中信24購01","0.14","0.15"
"073893","台積電中信25購01","0.24","0.26"
"073905","國光生國票1C購01","0.09","0.09"
"07390P","台驊控群益22售01","0.83","1.01"
"073910","道瓊反群益23購01","0.76","0.69"
"07391P","新唐群益23售01","","0.91"
"073924","華新國泰21購01","0.32","0.32"
"073927","聯發科國泰21購03","","0.10"
"073928","聯發科國泰21購04","0.11","0.11"
"07392P","天鈺群益21售03","","0.91"
"073932","天鈺國泰21購01","","0.01"
"07393P","富邦媒群益21售03","","3.00"
"073940","台積電永豐25購01","","0.01"
"073944","華新統一21購02","","0.11"
"073948","華新統一25購01","","0.26"
"073949","華新統一25購02","0.29","0.31"
"073952","聯電統一21購01","0.01","0.02"
"073964","國光生統一21購01","","0.12"
"073971","華新元富22購02","","0.53"
"07397P","力積電凱基24售01","1.44","1.44"
"073984","中興電元大21購03","0.31","0.30"
"07398P","南電凱基22售07","1.88","1.88"
"073991","華新元大25購01","","0.24"
"073992","興農元大21購01","1.16","1.01"
"074003","長榮元大25購01","","0.05"
"07400P","聯電元大23售15","","1.40"
"074017","中磊元大25購01","","0.33"
"07401P","台積電元大23售24","","1.76"
"074024","潤泰新元大21購02","","0.12"
"074025","臺股指元大24購11","0.06","0.07"
"074026","臺股指元大24購12","0.16","0.19"
"074027","臺股指元大25購03","","0.05"
"074028","臺股指元大25購04","0.13","0.14"
"074031","微星富邦23購01","0.81","0.79"
"074032","宏達電富邦21購01","0.92","0.79"
"07403P","光罩元大23售02","","1.24"
"074041","台灣50國票24購01","","0.02"
"074046","金像電國票1C購02","0.34","0.41"
"07404P","智邦元大23售07","","1.15"
"074051","聯詠國票21購03","","0.02"
"074053","智易國票1C購01","","0.01"
"074059","中砂凱基1C購01","","0.15"
"07405P","智邦元大23售08","1.55","1.57"
"074064","華新凱基23購02","0.83","0.87"
"074065","華新凱基24購01","0.33","0.34"
"074066","華新凱基25購01","","0.77"
"07407P","聯發科元大23售14","","2.07"
"074080","致伸凱基21購01","0.22","0.25"
"074081","中磊凱基21購01","0.26","0.26"
"074083","晶心科凱基1C購01","3.81","3.33"
"074085","臺股指凱基23購01","0.03","0.03"
"074089","臺股指凱基25購02","0.02","0.02"
"074103","華新統一23購03","0.66","0.67"
"074106","國巨統一22購01","0.09","0.09"
"074107","長榮統一26購01","0.10","0.10"
"07410P","矽力元大23售02","","1.69"
"07411P","富邦媒元大23售04","2.54","2.48"
"074121","台灣50元大24購03","0.07","0.07"
"074123","台灣50元大25購03","","0.04"
"074124","台灣50元大25購04","0.05","0.04"
"074125","滬深2X元大1C購01","0.08","0.05"
"074129","中砂元大21購02","","0.05"
"074132","華新元大21購07","0.34","0.35"
"074133","華新元大25購03","","0.47"
"074137","台積電元大25購01","0.12","0.13"
"07413P","聯詠元富21售02","0.53","0.53"
"074140","聯發科元大21購03","","0.10"
"074141","聯發科元大25購01","","0.34"
"074149","大立光元大21購01","1.08","1.03"
"07414P","台積電麥證25售03","","1.76"
"07415P","英業達麥證22售02","0.42","0.41"
"074162","宏達電富邦21購02","1.34","1.18"
"074163","群創富邦21購01","","0.47"
"074164","鈺齊富邦23購01","0.33","0.36"
"074165","聯發科中信1B購03","0.01","0.01"
"07416P","第一金麥證22售01","","0.41"
"074170","技嘉永豐1C購01","0.29","0.29"
"07417P","彩晶麥證22售01","","0.32"
"074183","台積電第一28購04","0.10","0.10"
"074185","台積電第一35購01","","0.28"
"07418P","上銀富邦24售02","1.24","1.30"
"074193","台積電統一2B購03","","0.21"
"074194","友達統一21購01","0.52","0.53"
"074197","陽明統一25購01","","0.04"
"074198","群創統一21購01","0.37","0.38"
"074199","群創統一23購01","0.58","0.56"
"074202","台灣50凱基23購02","0.07","0.07"
"074203","台灣50凱基23購03","","0.03"
"074207","統一凱基1C購01","0.14","0.18"
"074209","美時凱基1B購04","","2.54"
"074212","台達電凱基1C購02","1.25","1.09"
"074213","鴻海凱基1C購02","0.31","0.38"
"074216","台積電凱基2B購01","0.84","0.89"
"074219","聯發科凱基35購01","1.31","1.31"
"07421P","金像電國票23售02","","1.52"
"074222","長榮凱基35購01","0.46","0.47"
"074223","長榮凱基35購02","0.62","0.60"
"07422P","健策國票22售01","","0.27"
"074239","FB越南群益21購01","","0.03"
"07423P","中磊國票23售03","","1.50"
"074242","聯發科群益21購01","","0.04"
